Date,Price,Open,High,Low,Volume,Change(%)
18-Jul-19,66.35,69.65,70,66.1,6841872,-3.91%
17-Jul-19,69.05,68.1,69.7,68,5283091,1.62%
16-Jul-19,67.95,68.6,69.4,67.55,4176351,-0.88%
15-Jul-19,68.55,68.55,69.15,67,5917414,0.59%
12-Jul-19,68.15,67.65,69.05,67.2,5451127,1.11%
11-Jul-19,67.4,67,67.75,66.65,3017441,1.58%
10-Jul-19,66.35,68.95,69.1,66.1,6342661,-3.14%
9-Jul-19,68.5,68.2,69.05,67.85,4835452,-0.15%
8-Jul-19,68.6,70.2,70.4,67.35,5025170,-2.83%
5-Jul-19,70.6,72.15,72.5,70.2,4542388,-2.15%
4-Jul-19,72.15,73.5,74.05,71.8,4570483,-2.30%
3-Jul-19,73.85,73.4,74.15,71.5,13757355,1.03%
2-Jul-19,73.1,71.05,73.4,70.15,20164926,3.39%
1-Jul-19,70.7,69.35,71,68.15,6683580,2.46%
28-Jun-19,69,68.85,70.2,68.1,6407062,0.51%
27-Jun-19,68.65,68.55,69.3,68.35,3985838,0.15%
26-Jun-19,68.55,67,69.5,66.7,7878180,3.39%
25-Jun-19,66.3,65,67.55,64.75,8164192,1.92%
24-Jun-19,65.05,65,65.7,64.5,3456625,-0.31%
21-Jun-19,65.25,64.6,65.5,64.1,7069181,1.01%
20-Jun-19,64.6,63.5,64.85,63,3388105,1.73%
19-Jun-19,63.5,65.2,65.35,63.2,6911446,-1.24%
18-Jun-19,64.3,64.25,65.1,63.9,2523540,-0.31%
17-Jun-19,64.5,65.55,65.55,63.6,6489309,-1.00%
14-Jun-19,65.15,66,66.95,64.9,7474667,-1.06%
13-Jun-19,65.85,66.1,66.35,65.1,10026686,-0.60%
12-Jun-19,66.25,66.55,67.75,65.85,4196963,-0.15%
11-Jun-19,66.35,66.5,67.2,66.05,2979053,-0.30%
10-Jun-19,66.55,66.65,67.3,65.95,4586585,0.38%
7-Jun-19,66.3,65,66.6,64.05,4984037,1.84%
6-Jun-19,65.1,66.75,66.95,64.65,4982307,-2.40%
4-Jun-19,66.7,67.5,68,66.45,4864404,-2.41%
3-Jun-19,68.35,69,69.25,67.75,4792922,-0.65%
31-May-19,68.8,70.5,70.6,68,7040284,-2.41%
30-May-19,70.5,68,71,67.8,4710748,2.69%
29-May-19,68.65,70.5,70.7,68.2,4104774,-2.69%
28-May-19,70.55,71.45,71.45,69.95,10842080,-0.35%
27-May-19,70.8,67.5,71,67.1,7770706,4.58%
24-May-19,67.7,65,68,64.8,7448138,4.80%
23-May-19,64.6,66,67.5,64.3,8012364,-0.31%
22-May-19,64.8,64.5,65.05,64.1,10055230,0.62%
21-May-19,64.4,66.35,66.35,63.6,5274759,-2.05%
20-May-19,65.75,63.4,67.9,63.25,12597503,7.08%
17-May-19,61.4,61.4,61.85,60.85,3714715,0.08%
16-May-19,61.35,61.6,61.9,60.85,4252067,0.00%
15-May-19,61.35,63.4,63.6,61,3881241,-2.93%
14-May-19,63.2,62,63.9,61.5,5023042,0.96%
13-May-19,62.6,63.8,64.3,61.75,5045201,-1.88%
10-May-19,63.8,64.4,65.3,63.6,5801249,-0.93%
9-May-19,64.4,64.1,64.95,63.9,5987301,-0.16%
8-May-19,64.5,64,64.8,63.2,6615929,0.23%
7-May-19,64.35,66.5,66.5,64.1,6153618,-2.28%
6-May-19,65.85,66.65,67,65.6,3484887,-1.64%
3-May-19,66.95,65.6,68.15,65.4,10461436,0.53%
2-May-19,66.6,67.55,68.2,66.25,8983855,-1.77%
30-Apr-19,67.8,67.9,68.1,66.55,5128196,-0.15%
26-Apr-19,67.9,68.1,68.2,67.15,4838776,0.30%
25-Apr-19,67.7,68,69.55,67.4,6836123,-0.15%
24-Apr-19,67.8,68.35,68.5,67.5,7350305,-0.66%
23-Apr-19,68.25,69.5,69.7,68.1,4138151,-1.37%
22-Apr-19,69.2,70,70.2,69,7738634,-1.91%
18-Apr-19,70.55,71.75,71.75,70,7272249,-1.26%
16-Apr-19,71.45,71.75,71.95,71.1,8590291,0.14%
15-Apr-19,71.35,73,73.2,71.2,11147566,-2.59%
12-Apr-19,73.25,73.05,74.6,71.9,11615133,0.76%
11-Apr-19,72.7,71.4,73.15,70.6,9396530,2.54%
10-Apr-19,70.9,72.6,73.2,70.6,6360330,-2.34%
9-Apr-19,72.6,71.9,73,70.75,7591689,0.97%
8-Apr-19,71.9,73,73.55,70.75,8540124,-0.07%
5-Apr-19,71.95,71,72.7,70.5,7793935,1.70%
4-Apr-19,70.75,71.5,72.4,70.25,6416069,-0.98%
3-Apr-19,71.45,74.55,74.55,71.05,6417056,-3.51%
2-Apr-19,74.05,75.5,77,73.1,12971969,-0.47%
1-Apr-19,74.4,74.2,76,73.7,7267624,0.81%
29-Mar-19,73.8,72.4,74.55,72,9504154,3.14%
28-Mar-19,71.55,71.9,72.65,71.1,9265724,0.21%
27-Mar-19,71.4,71.45,72.9,71.1,4812399,0.14%
26-Mar-19,71.3,72.45,73,70.85,3789439,-0.83%
25-Mar-19,71.9,72.45,73.15,70.55,4332510,-0.90%
22-Mar-19,72.55,73,73.8,72,3913385,0.69%
20-Mar-19,72.05,73.2,73.85,71.7,5050030,-1.30%
19-Mar-19,73,73.45,74.3,72.7,5567624,-0.07%
18-Mar-19,73.05,74.1,74.7,72.7,5296795,-1.02%
15-Mar-19,73.8,73,74.75,72.8,7751928,1.03%
14-Mar-19,73.05,74.15,74.15,72.75,3962991,-1.02%
13-Mar-19,73.8,73,74.45,72.15,7408808,0.61%
12-Mar-19,73.35,72.1,74,71.95,8901828,2.30%
11-Mar-19,71.7,71.2,72.1,70.3,5319324,2.43%
8-Mar-19,70,70.45,70.75,68.85,6200799,-0.78%
7-Mar-19,70.55,73,73.95,70.35,12534795,-1.05%
6-Mar-19,71.3,70,72.15,69.2,11046556,3.11%
5-Mar-19,69.15,67.85,69.65,67.2,13327374,3.13%
1-Mar-19,67.05,66,67.75,65.6,11001198,2.44%
28-Feb-19,65.45,65.9,66.25,65.1,9665743,-0.08%
27-Feb-19,65.5,66.55,67.95,65.15,4724311,-0.98%
26-Feb-19,66.15,66.3,67.15,64.05,10552247,-0.60%
25-Feb-19,66.55,67.1,67.45,66.4,3161336,-0.82%
22-Feb-19,67.1,67.5,67.95,66.75,3078805,-0.52%
21-Feb-19,67.45,67.7,68.15,66.85,3283026,0.82%
20-Feb-19,66.9,66.45,67.95,65.8,5950455,1.52%
19-Feb-19,65.9,65.9,67.15,65.65,2892850,0.84%
18-Feb-19,65.35,69.2,69.5,65.05,6717626,-5.56%
15-Feb-19,69.2,67.3,70.2,66.45,11110591,2.44%
14-Feb-19,67.55,65.8,67.85,65.1,6828282,3.52%
13-Feb-19,65.25,66.5,68.15,64.6,4469396,-1.58%
12-Feb-19,66.3,65.65,67.25,65.5,4213698,1.14%
11-Feb-19,65.55,68.45,68.45,65.15,7041255,-4.65%
8-Feb-19,68.75,69.05,70.35,68.05,2124482,-1.22%
7-Feb-19,69.6,70.4,71.4,69.15,3536220,-1.14%
6-Feb-19,70.4,69.8,70.9,68.4,3066537,0.72%
5-Feb-19,69.9,70.25,71.75,69.25,2916745,-0.92%
4-Feb-19,70.55,71,71.15,69.55,3028680,-1.33%
1-Feb-19,71.5,71.5,72.3,70.25,3343602,0.28%
31-Jan-19,71.3,68.45,72,67.9,7442257,4.62%
30-Jan-19,68.15,71.2,71.5,67.9,4846733,-4.08%
29-Jan-19,71.05,68.5,72.4,68.5,12562431,0.14%
28-Jan-19,70.95,73.95,73.95,69.65,5766908,-4.06%
25-Jan-19,73.95,74.7,75.3,73.45,3724093,-0.80%
24-Jan-19,74.55,75.3,75.75,74.3,3700318,-0.86%
23-Jan-19,75.2,77,77.95,74.85,5394325,-1.51%
22-Jan-19,76.35,75.9,77.5,74.9,4074882,0.53%
21-Jan-19,75.95,76,77.2,75.45,5188679,-0.07%
18-Jan-19,76,76,76.45,75.15,4009644,0.00%
17-Jan-19,76,76.35,76.95,74.95,4496763,-0.65%
16-Jan-19,76.5,75,76.95,74.5,4222858,1.93%
15-Jan-19,75.05,74.5,75.25,74.15,3099444,1.01%
14-Jan-19,74.3,75,75,73.7,3702534,-0.93%
11-Jan-19,75,75.1,75.25,73.8,3214817,0.13%
10-Jan-19,74.9,74.25,75.1,73.9,1704653,0.74%
9-Jan-19,74.35,75.1,75.5,73.85,2006348,-0.80%
8-Jan-19,74.95,74.75,75.5,74.55,1684121,0.33%
7-Jan-19,74.7,75.45,75.75,74.25,1691362,-0.47%
4-Jan-19,75.05,74.3,75.55,73.7,3170169,1.15%
3-Jan-19,74.2,76,76.25,73.85,4583837,-0.87%
2-Jan-19,74.85,76.8,76.95,74.4,2504768,-2.41%
1-Jan-19,76.7,77,77.25,76.3,2153622,-0.13%
31-Dec-18,76.8,77.35,78,76.1,3602334,-0.39%
28-Dec-18,77.1,77.15,77.85,76.8,3477676,0.13%
27-Dec-18,77,76.7,77.7,75.5,12997320,1.38%
26-Dec-18,75.95,76.6,76.7,74.85,4017872,-1.11%
24-Dec-18,76.8,76.8,78.65,76.1,5132728,0.46%
21-Dec-18,76.45,80.5,80.65,76.05,7243377,-4.74%
20-Dec-18,80.25,76.05,80.9,76.05,9768078,0.94%
19-Dec-18,79.5,78.8,80.3,78.6,3721346,1.08%
18-Dec-18,78.65,77.75,78.95,77.45,3915779,0.96%
17-Dec-18,77.9,79.6,80.9,77.4,3358110,-1.77%
14-Dec-18,79.3,78.75,79.85,78.15,1828782,0.76%
13-Dec-18,78.7,79.25,81.3,77.5,5535207,-0.51%
12-Dec-18,79.1,79.35,79.95,77.75,4227632,-0.06%
11-Dec-18,79.15,76.1,80.15,75.85,3917069,1.93%
10-Dec-18,77.65,78.5,79.3,76.3,3040723,-2.27%
7-Dec-18,79.45,80,81.15,78.35,5677506,0.06%
6-Dec-18,79.4,80.2,80.2,78.8,4685342,-1.31%
5-Dec-18,80.45,80.75,81.5,79.9,4817088,-1.29%
4-Dec-18,81.5,82.55,83.85,80.7,9652045,-1.27%
3-Dec-18,82.55,76.9,83.15,76.75,29213251,8.48%
30-Nov-18,76.1,75.2,76.5,73.75,8135493,1.20%
29-Nov-18,75.2,74.9,75.75,73.4,14742072,1.08%
28-Nov-18,74.4,76.1,76.1,73.85,3949157,-1.65%
27-Nov-18,75.65,75.65,76.2,74.5,4127732,0.13%
26-Nov-18,75.55,75.5,76.4,74.45,4950029,0.87%
22-Nov-18,74.9,77.75,78.25,74.5,4807716,-4.16%
21-Nov-18,78.15,78.1,79.1,76.75,4999835,-0.19%
20-Nov-18,78.3,77.35,78.85,76.35,10567258,1.23%
19-Nov-18,77.35,76.9,77.8,75.8,5660440,0.72%
16-Nov-18,76.8,76.8,77.4,75.1,4743419,0.13%
15-Nov-18,76.7,78,78.4,75.9,3328106,-1.60%
14-Nov-18,77.95,76.3,78.75,75.5,5642238,2.50%
13-Nov-18,76.05,74.05,76.5,73.1,5609725,2.01%
12-Nov-18,74.55,75.85,76.4,74.15,3131624,-1.78%
9-Nov-18,75.9,76.45,77.1,75,8564873,-0.07%
7-Nov-18,75.95,76.45,76.5,75.5,437631,0.40%
6-Nov-18,75.65,75.45,77.1,75,4673161,0.46%
5-Nov-18,75.3,74.9,75.85,73.25,4561329,-0.92%
2-Nov-18,76,77.2,77.4,75.3,7177611,-0.46%
1-Nov-18,76.35,76.3,77.7,75.3,9074632,-0.26%
31-Oct-18,76.55,78.2,79,74.65,9638641,-1.54%
30-Oct-18,77.75,78.5,80.05,76.65,17409930,0.19%
29-Oct-18,77.6,69.2,86.1,68.35,44673883,12.63%
26-Oct-18,68.9,68.9,70.75,68,5515389,-0.14%
25-Oct-18,69,68.8,69.9,67.55,9727241,-0.36%
24-Oct-18,69.25,69.6,70.9,68.5,2743564,-0.29%
23-Oct-18,69.45,69.3,69.9,67.95,4377235,-0.22%
22-Oct-18,69.6,70.8,71.4,68.8,7954462,-0.78%
19-Oct-18,70.15,72,72.4,69.3,4497227,-3.31%
17-Oct-18,72.55,74.25,74.6,71.7,10862420,-1.69%
16-Oct-18,73.8,71.55,74.05,70.5,11095793,3.58%
15-Oct-18,71.25,69.95,71.6,68.8,11621446,3.49%
12-Oct-18,68.85,63.1,72.1,62.95,29093448,10.60%
11-Oct-18,62.25,62.8,63.9,61.6,5043513,-4.23%
10-Oct-18,65,61.3,65.45,61.25,5665257,6.64%
9-Oct-18,60.95,61.95,62.4,59.8,4969265,-0.89%
8-Oct-18,61.5,62.85,65.3,60.35,4837741,-2.15%
5-Oct-18,62.85,67.5,67.5,62.3,3751740,-5.98%
4-Oct-18,66.85,66.9,68,66.1,2925150,-0.96%
3-Oct-18,67.5,67.7,69.25,66.35,3650280,-0.66%
1-Oct-18,67.95,66.45,68.4,64.8,5836832,3.19%
28-Sep-18,65.85,69.1,69.35,65.5,4314947,-4.01%
27-Sep-18,68.6,70.05,70.65,68.2,3697390,-2.35%
26-Sep-18,70.25,70.7,70.95,68.9,3273684,-0.07%
25-Sep-18,70.3,69,71.3,68,6281761,1.74%
24-Sep-18,69.1,72.8,72.9,68.1,5131356,-5.21%
21-Sep-18,72.9,75.55,76.5,68.25,11584620,-3.51%
19-Sep-18,75.55,75.25,77.35,74.8,5377830,1.27%
18-Sep-18,74.6,77.9,78.95,74.05,5822581,-4.24%
17-Sep-18,77.9,75.95,78.7,75.1,4917413,2.23%
14-Sep-18,76.2,74.15,76.5,74.15,3673610,2.97%
12-Sep-18,74,74.8,74.95,72.9,3114148,-0.60%
11-Sep-18,74.45,73.95,76.95,73.9,9600604,0.88%
10-Sep-18,73.8,75.35,75.8,73.5,2481496,-1.86%
7-Sep-18,75.2,74.95,75.95,73.85,3672000,0.20%
6-Sep-18,75.05,75.35,75.8,73.6,3305924,0.20%
5-Sep-18,74.9,73.5,75.35,72.7,4558713,2.11%
4-Sep-18,73.35,78.85,78.85,72.75,6421244,-6.20%
3-Sep-18,78.2,77,79,76.25,9367421,1.96%
31-Aug-18,76.7,75.5,77.6,74.35,8664078,0.79%
30-Aug-18,76.1,77,77.4,75.7,3984371,-1.04%
29-Aug-18,76.9,74.45,77.65,74.4,5498653,2.74%
28-Aug-18,74.85,75.4,76.75,73.85,6849642,-0.99%
27-Aug-18,75.6,71.8,76.6,71.8,8322360,5.37%
24-Aug-18,71.75,71.8,72.5,70.6,1880021,-0.42%
23-Aug-18,72.05,73.4,73.4,71.15,3874963,-0.28%
21-Aug-18,72.25,69.8,73,69.7,4051774,3.14%
20-Aug-18,70.05,68.9,70.35,68.5,1947407,2.04%
17-Aug-18,68.65,67.4,69,67.05,2814891,2.23%
16-Aug-18,67.15,68.55,68.55,67,3007914,-2.33%
14-Aug-18,68.75,69.05,69.55,68.6,1529387,0.00%
13-Aug-18,68.75,69.15,70.05,68.55,2145648,-0.87%
10-Aug-18,69.35,69.9,71.15,69,2354841,-0.79%
9-Aug-18,69.9,70,70.4,69.2,1540636,0.65%
8-Aug-18,69.45,70.3,70.85,69.1,2391506,-1.21%
7-Aug-18,70.3,72,72.1,70.05,2069542,-2.16%
6-Aug-18,71.85,72.6,72.9,71.65,1936040,-0.69%
3-Aug-18,72.35,71.85,73.2,71.85,2275783,0.56%
2-Aug-18,71.95,73,73.1,71.4,2722659,-1.51%
1-Aug-18,73.05,74.4,74.7,72.65,1910149,-2.01%
31-Jul-18,74.55,73.8,75,72.6,3593905,0.95%
30-Jul-18,73.85,71.9,74.7,70.9,5228991,2.78%
27-Jul-18,71.85,71.05,72.5,70.85,4748886,1.41%
26-Jul-18,70.85,68,72.5,68,13063298,4.50%
25-Jul-18,67.8,68.1,69.45,67.5,2761319,0.00%
24-Jul-18,67.8,68.2,69,67.25,8544903,-0.37%
23-Jul-18,68.05,67.9,68.7,66.55,3592808,0.29%
20-Jul-18,67.85,68.2,68.3,67.15,2467860,-0.51%
19-Jul-18,68.2,70.2,70.45,67.6,2671048,-2.57%
18-Jul-18,70,70.9,71.8,68.9,4730154,-1.27%
17-Jul-18,70.9,68.7,71.3,68.05,2621707,2.83%
16-Jul-18,68.95,70,70.15,68.65,2182138,-1.71%
13-Jul-18,70.15,69.7,70.5,69.1,3113836,0.94%
12-Jul-18,69.5,71.4,71.7,69.3,4361939,-3.74%
11-Jul-18,72.2,72.55,73.45,71.65,2829649,-1.16%
10-Jul-18,73.05,73.75,74.1,72.75,1897237,-0.20%
9-Jul-18,73.2,72,73.8,72,1713958,2.02%
6-Jul-18,71.75,71.2,72.35,71,1688831,0.70%
5-Jul-18,71.25,72,72.2,71.1,1328748,-1.11%
4-Jul-18,72.05,72.25,72.55,71.6,2327587,-0.21%
3-Jul-18,72.2,72.5,73,71.9,3149476,-0.07%
2-Jul-18,72.25,73.6,73.85,71.9,2632012,-1.37%
29-Jun-18,73.25,72,73.65,71.8,3668110,2.23%
28-Jun-18,71.65,71.4,74.85,71,7471148,-0.35%
27-Jun-18,71.9,75,75.25,71.3,4334784,-4.26%
26-Jun-18,75.1,76.55,76.55,75,2552275,-1.64%
25-Jun-18,76.35,76.75,77.3,76,4466618,0.26%
22-Jun-18,76.15,75.1,76.35,75,3099772,2.15%
21-Jun-18,74.55,74.8,75.2,73.9,2985501,0.95%
20-Jun-18,73.85,73.35,74.5,72.8,3586906,0.61%
19-Jun-18,73.4,74.6,74.85,73.05,3696735,-2.13%
18-Jun-18,75,76.1,76.35,74.8,1857389,-1.45%
15-Jun-18,76.1,77.4,77.6,75.9,2703757,-1.55%
14-Jun-18,77.3,77.2,77.75,76.35,2956563,0.32%
13-Jun-18,77.05,78.2,78.35,76.8,3049374,-0.96%
12-Jun-18,77.8,79,79.2,77.7,3505780,-0.77%
11-Jun-18,78.4,78.3,80.35,78.1,7365983,0.58%
8-Jun-18,77.95,79,79,77.7,4045326,-0.51%
7-Jun-18,78.35,78.7,79.9,78.1,3366418,0.32%
6-Jun-18,78.1,78.7,79.7,77.45,2849279,-0.89%
5-Jun-18,78.8,77.1,79.25,76.3,5406955,2.07%
4-Jun-18,77.2,79.65,80.05,76.6,2185214,-3.02%
1-Jun-18,79.6,80.65,81.25,78.3,3087156,-2.09%
31-May-18,81.3,82.45,83.2,79.85,9109367,-1.39%
30-May-18,82.45,82.45,84,81.5,5164168,-1.26%
29-May-18,83.5,82,84.35,81.6,7252300,1.46%
28-May-18,82.3,81.25,83,80.65,3655542,1.35%
25-May-18,81.2,76.4,81.7,75.95,6118812,6.21%
24-May-18,76.45,77.55,77.9,75.3,5298717,-1.29%
23-May-18,77.45,78,78.55,77.05,2530994,-0.51%
22-May-18,77.85,78.95,79.25,77.7,3793522,-1.21%
21-May-18,78.8,80.75,80.8,78.35,3399879,-2.54%
18-May-18,80.85,81.5,81.5,80.25,7138023,-0.98%
17-May-18,81.65,81.5,82.5,80.55,5906232,0.49%
16-May-18,81.25,80.7,81.5,80.5,2846781,0.00%
15-May-18,81.25,81.35,82.1,80.35,4188197,-0.37%
14-May-18,81.55,81.6,82,80.35,7645061,-0.43%
11-May-18,81.9,81.8,82.4,80.8,4097448,-0.12%
10-May-18,82,83.35,83.75,80.85,5727033,-1.62%
9-May-18,83.35,84,84.6,82.9,4556128,-1.07%
8-May-18,84.25,85.2,86.2,82.7,6183895,-1.00%
7-May-18,85.1,84.9,86.15,84.35,6888782,-0.41%
4-May-18,85.45,86.1,86.55,83.4,8584365,-0.81%
3-May-18,86.15,88,88.75,84.9,8417244,-0.98%
2-May-18,87,88.75,89.55,86.3,5877657,-1.47%
30-Apr-18,88.3,87.85,89.15,87.1,6431222,0.57%
27-Apr-18,87.8,85.9,88.6,85.2,6838988,2.03%
26-Apr-18,86.05,86,87.2,84.9,3632913,0.00%
25-Apr-18,86.05,85.1,86.95,84.75,3593228,0.94%
24-Apr-18,85.25,85.4,86.25,84.55,5006507,-0.18%
23-Apr-18,85.4,85.5,86.1,84.6,4863546,-0.58%
20-Apr-18,85.9,86.8,86.9,85.5,4158260,-1.04%
19-Apr-18,86.8,87.85,88.55,86.5,7133021,-0.97%
18-Apr-18,87.65,87.55,88.35,87.1,3471674,0.23%
17-Apr-18,87.45,87.85,88.1,87,3111160,-0.40%
16-Apr-18,87.8,86.85,88.25,85.65,2340628,0.17%
13-Apr-18,87.65,87.8,88.7,87.2,4719330,-0.23%
12-Apr-18,87.85,87.1,88.45,86.3,8423805,0.98%
11-Apr-18,87,86.9,88.1,86,5792098,-0.11%
10-Apr-18,87.1,85.3,87.6,84,8597297,2.47%
9-Apr-18,85,84.15,85.4,83.95,1829399,0.59%
6-Apr-18,84.5,83.55,85.1,82.6,4231975,1.20%
5-Apr-18,83.5,84,84.75,83.3,2956519,0.54%
4-Apr-18,83.05,84.7,85.95,82.55,4973672,-1.66%
3-Apr-18,84.45,81.15,84.6,81.15,3298435,3.11%
2-Apr-18,81.9,79,82.2,78.75,3657360,3.67%
28-Mar-18,79,79.8,80.35,78.35,10620637,-1.37%
27-Mar-18,80.1,80.45,81.5,79.7,4073519,0.25%
26-Mar-18,79.9,81,81.25,78.75,6556759,-0.12%
23-Mar-18,80,78,80.3,78,6418882,0.00%
22-Mar-18,80,79.9,80.35,79.75,3112967,0.06%
21-Mar-18,79.95,80.4,80.75,79.8,5279874,-0.50%
20-Mar-18,80.35,78.8,80.55,78.8,2206517,1.01%
19-Mar-18,79.55,79.95,80.5,78.85,4114695,-0.50%
16-Mar-18,79.95,80.25,80.65,79.7,9813941,-0.37%
15-Mar-18,80.25,80.6,81.2,80,3876762,-0.19%
14-Mar-18,80.4,81.25,81.4,79.85,3251098,-1.17%
13-Mar-18,81.35,80.8,82.25,80.4,5000216,0.62%
12-Mar-18,80.85,80.55,81.05,79.95,3328605,1.06%
9-Mar-18,80,80,81.6,79.8,5486959,0.13%
8-Mar-18,79.9,78.6,80.4,77,8699087,0.88%
7-Mar-18,79.2,81.2,81.7,79,3996821,-3.12%
6-Mar-18,81.75,82.6,83.15,81.1,4764070,-0.49%
5-Mar-18,82.15,84.3,84.3,81.4,5009614,-2.55%
1-Mar-18,84.3,85,85.95,83.95,6936315,-0.24%
28-Feb-18,84.5,85.55,85.8,84.25,3879178,-1.34%
27-Feb-18,85.65,86.35,86.9,85.3,3483539,-0.29%
26-Feb-18,85.9,85.85,87.1,85.6,5083760,0.17%
23-Feb-18,85.75,85,86.45,84.5,6224406,1.00%
22-Feb-18,84.9,86.2,87.2,83.45,11344724,-1.68%
21-Feb-18,86.35,86.5,87.1,84.6,6105693,-0.06%
20-Feb-18,86.4,86.1,86.8,85.55,2973442,0.35%
19-Feb-18,86.1,86.7,86.85,85,3506211,-0.63%
16-Feb-18,86.65,86.5,87.4,85.85,3919700,0.46%
15-Feb-18,86.25,88.8,88.8,85.6,4726842,-0.98%
14-Feb-18,87.1,87.5,88.9,86.45,8735379,0.40%
12-Feb-18,86.75,85.5,87.35,85.5,3958245,2.00%
9-Feb-18,85.05,82.5,85.95,82.5,3539836,0.00%
8-Feb-18,85.05,84.95,86.15,84.65,3975580,0.41%
7-Feb-18,84.7,83.95,85.85,83.7,5612811,2.29%
6-Feb-18,82.8,82,84.2,79.55,7742393,-2.59%
5-Feb-18,85,83.4,85.5,82.35,5165430,0.24%
2-Feb-18,84.8,88.4,88.7,84.15,6950966,-5.46%
1-Feb-18,89.7,89,90.85,87.75,9055967,0.79%
31-Jan-18,89,90.4,91.2,88.55,5862598,-1.77%
30-Jan-18,90.6,88.65,91.4,88.15,6984202,0.61%
29-Jan-18,90.05,90.1,91.15,89.45,4361006,0.11%
25-Jan-18,89.95,91.85,92.6,89.55,10848150,-2.02%
24-Jan-18,91.8,92.25,92.9,90.85,4353614,-0.76%
23-Jan-18,92.5,92.25,93.4,91.75,4928177,0.43%
22-Jan-18,92.1,92.6,92.75,91.25,3904900,-0.11%
19-Jan-18,92.2,90.7,92.5,90.2,4545029,1.77%
18-Jan-18,90.6,93.9,94.25,90.05,8188295,-2.79%
17-Jan-18,93.2,93.7,94,91.5,11511446,-0.48%
16-Jan-18,93.65,98.2,98.45,92.9,9672170,-4.39%
15-Jan-18,97.95,99.55,99.8,97.7,4943917,-1.11%
12-Jan-18,99.05,99.7,101.15,97.45,8351731,-0.50%
11-Jan-18,99.55,98.3,100.25,97.8,7143254,1.32%
10-Jan-18,98.25,98.85,99.9,97.1,5961340,-0.35%
9-Jan-18,98.6,100.05,101.5,98.3,8661596,-1.25%
8-Jan-18,99.85,100,100.5,98.9,5874354,0.30%
5-Jan-18,99.55,99.8,101.8,99.3,11646646,-0.05%
4-Jan-18,99.6,100.95,101,99.25,6688043,-1.19%
3-Jan-18,100.8,100.3,101.6,99.6,23056832,1.10%
2-Jan-18,99.7,98.25,100.25,96.15,29174233,2.62%
1-Jan-18,97.15,93.8,100,92.4,33659894,3.90%
29-Dec-17,93.5,92.75,94.75,92.3,9494201,1.58%
28-Dec-17,92.05,92.65,93.5,91.6,6436421,-0.27%
27-Dec-17,92.3,93.5,94.2,91.55,5456865,-0.91%
26-Dec-17,93.15,95.9,95.9,92.6,8476138,0.43%
22-Dec-17,92.75,91.3,93.85,90.95,12421581,1.92%
21-Dec-17,91,90.85,91.7,90.6,4925527,0.17%
20-Dec-17,90.85,91,91.9,90.55,4907711,-0.27%
19-Dec-17,91.1,91.8,92,90.6,3616578,0.00%
18-Dec-17,91.1,90,93.05,88.3,8374309,-0.11%
15-Dec-17,91.2,91.55,92.1,90.7,4984491,0.77%
14-Dec-17,90.5,90.5,91,89.35,9796726,0.28%
13-Dec-17,90.25,90.55,91.65,89.9,7782576,-0.33%
12-Dec-17,90.55,92.85,93,90.15,5463807,-3.21%
11-Dec-17,93.55,92.2,94.05,90.35,8217955,2.13%
8-Dec-17,91.6,91.5,93.85,91.2,8248218,0.83%
7-Dec-17,90.85,87.9,91.2,87.7,10031260,3.95%
6-Dec-17,87.4,89,90.25,87,4891755,-1.69%
5-Dec-17,88.9,89.75,89.9,88.1,4046457,-1.06%
4-Dec-17,89.85,91,91.85,89.25,4903439,-0.44%
1-Dec-17,90.25,94.85,95.6,89.7,7310376,-4.70%
30-Nov-17,94.7,94.75,95.75,93.7,17098296,-0.37%
29-Nov-17,95.05,95.7,97.1,94.5,12104211,-0.83%
28-Nov-17,95.85,95.75,96.9,94.6,13765563,0.63%
27-Nov-17,95.25,93.4,95.8,92.5,11711838,1.71%
24-Nov-17,93.65,93.1,94.35,92.6,6622336,0.54%
23-Nov-17,93.15,93.4,94.95,92.2,11289675,0.11%
22-Nov-17,93.05,92.75,93.4,90.45,10917988,0.16%
21-Nov-17,92.9,92.15,94.6,91.7,17274882,1.31%
20-Nov-17,91.7,89,92.4,89,22268784,3.09%
17-Nov-17,88.95,85.5,90.4,85.4,17486215,4.89%
16-Nov-17,84.8,82.4,85.25,82.4,9687109,3.35%
15-Nov-17,82.05,81.7,82.7,81.65,4310040,0.31%
14-Nov-17,81.8,82,83.2,81.65,5252226,-0.49%
13-Nov-17,82.2,83.15,83.35,81.75,3917398,-0.90%
10-Nov-17,82.95,83.45,84.25,82.35,3201517,-0.96%
9-Nov-17,83.75,83.55,84.4,82.7,3733865,0.54%
8-Nov-17,83.3,83.45,84.55,83,5729398,0.30%
7-Nov-17,83.05,86,86.4,82.45,8529822,-2.81%
6-Nov-17,85.45,84.45,86.45,83.75,9048909,1.12%
3-Nov-17,84.5,85.95,88.5,83.7,23606567,-0.35%
2-Nov-17,84.8,85.2,85.7,84.05,3855149,-0.47%
1-Nov-17,85.2,85.7,86.2,84.4,3999344,0.35%
31-Oct-17,84.9,86.35,86.35,84.6,3517881,-1.22%
30-Oct-17,85.95,86,87.45,85.35,5887950,1.00%
27-Oct-17,85.1,82.5,85.7,82.35,7554777,3.59%
26-Oct-17,82.15,82.7,83.3,82,7214920,-0.12%
25-Oct-17,82.25,82.5,83.8,81.85,6803458,0.12%
